raw_text,aspectTerms
"The first time the sushi was outstanding, the second time it was a little bland.","[{'term': 'sushi', 'polarity': 'positive'}]"
I'm sure I'll return for a final judgement tho.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.","[{'term': 'blond wood decor', 'polarity': 'positive'}, {'term': 'premium sake', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
Mizu is the Japenese find in Grammercy.,"[{'term': 'Mizu', 'polarity': 'positive'}]"
"While their kitchen food is delicious, their Sushi is out of this world.","[{'term': 'kitchen food', 'polarity': 'positive'}, {'term': 'Sushi', 'polarity': 'positive'}]"
Mizu is home to creative and unique rolls not to found anywhere else.,"[{'term': 'rolls', 'polarity': 'positive'}]"
"Not only is the cuisine the best around, the service has always been attentive and charming.","[{'term': 'cuisine', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,"[{'term': 'Mizu', 'polarity': 'positive'}]"
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.","[{'term': 'people', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'Thalia', 'polarity': 'positive'}]"
I ordered the smoked salmon and roe appetizer and it was off flavor.,"[{'term': 'smoked salmon and roe appetizer', 'polarity': 'negative'}]"
"The entree was bland and small, dessert was not inspired.","[{'term': 'entree', 'polarity': 'negative'}, {'term': 'dessert', 'polarity': 'negative'}]"
I expected quite a bit more from such an expensive menu.,"[{'term': 'menu', 'polarity': 'negative'}]"
"The view is spectacular, and the food is great.","[{'term': 'view', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
Wonderful strawberry daiquiries as well!,"[{'term': 'strawberry daiquiries', 'polarity': 'positive'}]"
Definitely worth the trip to Battery Park City!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
One of my favorite places in Manhattan.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Authentic Taiwanese food that's cheap... what more could you ask for?,"[{'term': 'Taiwanese food', 'polarity': 'positive'}]"
(Besides that there should be more restaurants like it around the city).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,"[{'term': 'cold appetizer dishes', 'polarity': 'positive'}]"
delicious simple food in nice outdoor atmosphere.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'outdoor atmosphere', 'polarity': 'positive'}]"
"Kind, attentive wait staff.","[{'term': 'wait staff', 'polarity': 'positive'}]"
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,"[{'term': 'scallops', 'polarity': 'positive'}, {'term': 'mahi mahi (on saffron risotto', 'polarity': 'positive'}]"
My friend devoured her chicken and mashed potatos.,"[{'term': 'chicken and mashed potatos', 'polarity': 'positive'}]"
Delicious crab cakes too.,"[{'term': 'crab cakes', 'polarity': 'positive'}]"
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.","[{'term': 'garden', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
Great neighborhood joint.,"[{'term': 'joint', 'polarity': 'positive'}]"
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,"[{'term': 'selection of thin crust pizza', 'polarity': 'positive'}, {'term': 'pizza place', 'polarity': 'positive'}, {'term': 'Basil slice', 'polarity': 'positive'}]"
"Their calzones are horrific, bad, vomit-inducing, YUCK.","[{'term': 'calzones', 'polarity': 'negative'}]"
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The counter service is bad.,"[{'term': 'counter service', 'polarity': 'negative'}]"
They charge different prices all the time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They're rude at times, and not very friendly.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
NO PIZZA 33 for me!,"[{'term': 'PIZZA 33', 'polarity': 'negative'}]"
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.","[{'term': 'dosas', 'polarity': 'negative'}]"
"The sandwiches are dry, tasteless and way overpriced.","[{'term': 'sandwiches', 'polarity': 'negative'}]"
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","[{'term': 'place', 'polarity': 'negative'}, {'term': 'room', 'polarity': 'negative'}, {'term': 'clerks', 'polarity': 'negative'}]"
"Seriously, this place kicks ass.","[{'term': 'place', 'polarity': 'positive'}]"
"The atmosphere is unheralded, the service impecible, and the food magnificant.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"Best Italian food I ever had (and being Italian, that means alot).","[{'term': 'Italian food', 'polarity': 'positive'}]"
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This is such a lovely, peaceful place to eat outside.","[{'term': 'place', 'polarity': 'positive'}]"
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,"[{'term': 'restaurant', 'polarity': 'positive'}]"
"It is set far from the small street it's on, and there is no traffic noise.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The food is good, especially their more basic dishes, and the drinks are delicious.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'basic dishes', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}]"
"This is a great place to take out-of-towners, and perfect for watching the sunset.","[{'term': 'place', 'polarity': 'positive'}]"
Great sushi experience.,"[{'term': 'sushi', 'polarity': 'positive'}]"
Nice value.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Unique apppetizers.,"[{'term': 'apppetizers', 'polarity': 'positive'}]"
Try sushimi cucumber roll.,"[{'term': 'sushimi cucumber roll', 'polarity': 'positive'}]"
"Good spreads, great beverage selections and bagels really tasty.","[{'term': 'spreads', 'polarity': 'positive'}, {'term': 'beverage selections', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'positive'}]"
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I complete the total bagel experience by having it lightly toasted.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Murray won't do it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Won't or Can't is not in the service directory.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
But who says Murray's is anything about service.,"[{'term': 'service', 'polarity': 'negative'}]"
"So close, but not good enough.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Don't be fooled by crowds of people.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The service is awful.,"[{'term': 'service', 'polarity': 'negative'}]"
This place is not worth the prices.,"[{'term': 'place', 'polarity': 'negative'}]"
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Love Pizza 33..,"[{'term': 'Pizza 33', 'polarity': 'positive'}]"
I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,"[{'term': 'Pizza', 'polarity': 'positive'}]"
I live in the neightborhood and am a regular.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It hits the spot every time,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This tiny Williamsburg spot is always pleasantly surprising.,"[{'term': 'Williamsburg spot', 'polarity': 'positive'}]"
The pizza is delicious and the proprietor is one of the nicest in NYC.,"[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'proprietor', 'polarity': 'positive'}]"
Even the pasta is delicious here (a rarity in New York pizza restaurants).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I've been many time and have never been disappointed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Compared to Ess-a, Tal offers a less doughy bagel!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
They even scoop it out nice (for those on a diet) not too much not to little.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The cream cheeses are out of this world and I love that coffee!!,"[{'term': 'cream cheeses', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}]"
A little crowded but they move that line really fast!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A little pricey but it really hits the spot on a Sunday morning!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Bagels are ok, but be sure not to make any special requests!","[{'term': 'Bagels', 'polarity': 'neutral'}]"
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[{'term': 'manager', 'polarity': 'negative'}]"
Be sure not to get anything other than bagels!..,"[{'term': 'bagels', 'polarity': 'positive'}]"
the turkey burgers are scary!,"[{'term': 'turkey burgers', 'polarity': 'negative'}]"
The worst excuse for Japanese food I've ever encountered.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The soup for the udon was soy sauce and water.,"[{'term': 'soup for the udon', 'polarity': 'negative'}]"
The sushi was awful!,"[{'term': 'sushi', 'polarity': 'negative'}]"
The rice was poor quality and was cooked so badly it was hard.,"[{'term': 'rice', 'polarity': 'negative'}]"
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.","[{'term': 'rice', 'polarity': 'negative'}, {'term': 'sushi', 'polarity': 'negative'}]"
"The fish was adequate, but inexpertly sliced.","[{'term': 'fish', 'polarity': 'negative'}]"
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,"[{'term': 'Japanese cuisine', 'polarity': 'negative'}]"
"Good, fast service.","[{'term': 'service', 'polarity': 'positive'}]"
I would highly recommend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Food is great and inexpensive.,"[{'term': 'Food', 'polarity': 'positive'}]"
The location is perfect.,"[{'term': 'location', 'polarity': 'positive'}]"
Give it a try and enjoy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I thought going to Jimmys would give me a real Domincan exprience.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Jimmy is Dominican!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Well, this place is so Ghetto its not even funny.","[{'term': 'place', 'polarity': 'negative'}]"
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"[{'term': 'bottle', 'polarity': 'negative'}, {'term': 'music', 'polarity': 'negative'}]"
Would NEVER go back there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Too bad Latin Quarters closed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"That place was awesome,,,  sally !","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Awsome Pizza especially the Margheritta slice.,"[{'term': 'Pizza', 'polarity': 'positive'}, {'term': 'Margheritta slice', 'polarity': 'positive'}]"
Always busy but fast moving.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Great atmoshere and worth every bit.,"[{'term': 'atmoshere', 'polarity': 'positive'}]"
Open late (well as late as I ever got there and I'm a night person),"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Winnie and her staff are the best crew you can find serving you.,"[{'term': 'staff', 'polarity': 'positive'}, {'term': 'Winnie', 'polarity': 'positive'}]"
The food is reliable and the price is moderate.,"[{'term': 'food', 'polarity': 'positive'}]"
What more can you ask for?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"For authentic Thai food, look no further than Toons.","[{'term': 'Thai food', 'polarity': 'positive'}]"
"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.","[{'term': 'Pad Thai', 'polarity': 'positive'}, {'term': 'appetizer menu', 'polarity': 'positive'}]"
Everything about this restaurant was special.,"[{'term': 'restaurant', 'polarity': 'positive'}]"
"The service was attentive, yet discreet.","[{'term': 'service', 'polarity': 'positive'}]"
The flavors robust and subtle.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,"[{'term': 'brioche and lollies', 'polarity': 'positive'}]"
I'm saving up for my next visit.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I went there in late afternoon for some bite size food and refleshment with my date.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The place was quiet and delightful.,"[{'term': 'place', 'polarity': 'positive'}]"
Service was good and food is wonderful.,"[{'term': 'Service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,"[{'term': 'salmon', 'polarity': 'positive'}, {'term': 'crab salad', 'polarity': 'positive'}]"
It is definitely a good spot for snacks and chat.,"[{'term': 'spot', 'polarity': 'positive'}]"
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.","[{'term': 'Lucky Strike', 'polarity': 'positive'}]"
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).","[{'term': 'wait staff', 'polarity': 'positive'}]"
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'mussels in spicy tomato sauce', 'polarity': 'positive'}, {'term': 'fries', 'polarity': 'positive'}]"
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.","[{'term': 'late night atmosphere', 'polarity': 'positive'}]"
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.","[{'term': 'martini', 'polarity': 'positive'}, {'term': 'Vanilla Shanty', 'polarity': 'positive'}, {'term': 'setting', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]"
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.","[{'term': 'in-house lady DJ', 'polarity': 'positive'}]"
You can't go wrong with this place.,"[{'term': 'place', 'polarity': 'positive'}]"
Suan is a great place that I often take my friends (classmates) too.,"[{'term': 'Suan', 'polarity': 'positive'}]"
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","[{'term': 'location', 'polarity': 'positive'}, {'term': 'Suan', 'polarity': 'positive'}]"
I LOVE their Thai,"[{'term': 'Thai', 'polarity': 'positive'}]"
noodles with shrimp and chicken and coconut juice is the MUST!,"[{'term': 'noodles with shrimp and chicken and coconut juice', 'polarity': 'positive'}]"
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I will go back to Suan soon!,"[{'term': 'Suan', 'polarity': 'positive'}]"
In summer-eat outside on a terrace (another great feature of Suan)!!!,"[{'term': 'terrace', 'polarity': 'positive'}]"
I cannot imagine a friendlier staff working in a restaurant.,"[{'term': 'staff', 'polarity': 'positive'}]"
I cannot imagine better Indian food in all of the city.,"[{'term': 'Indian food', 'polarity': 'positive'}]"
I cannot imagine you not rushing out to eat there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This restaurant used to be our regular Thursday night dinner location.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"During the course of the past 3 months, the chef and staff changed and it was not for the better.","[{'term': 'chef', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}]"
I wish they would change back to what it was before.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food now is inconsistent.,"[{'term': 'food', 'polarity': 'negative'}]"
This is the kind of place you'd like to take all your friends to and still keep a secret.,"[{'term': 'place', 'polarity': 'positive'}]"
The setting is casual and romantic.,"[{'term': 'setting', 'polarity': 'positive'}]"
Prices are very good.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food is excellent! ,"[{'term': 'food', 'polarity': 'positive'}]"
"if you're daring, try the balsamic vinegar over icecream, it's wonderful!","[{'term': 'balsamic vinegar over icecream', 'polarity': 'positive'}]"
"Do not get the Go Go Hamburgers, no matter what the reviews say.","[{'term': 'Go Go Hamburgers', 'polarity': 'negative'}]"
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","[{'term': 'dim sum', 'polarity': 'negative'}]"
Steamed fresh so brought hot hot hot to your table.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","[{'term': 'wait', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'negative'}]"
"A few tips: skip the turnip cake, roast pork buns and egg custards.","[{'term': 'turnip cake', 'polarity': 'negative'}, {'term': 'roast pork buns', 'polarity': 'negative'}, {'term': 'egg custards', 'polarity': 'negative'}]"
These are overpriced and you can get better just around the corner:,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
After passing by this restaurant for sometime I finally decided to go in and have dinner.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I was pleasantly suprised.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food was exceptional.,"[{'term': 'food', 'polarity': 'positive'}]"
"The menu consisted of standard brassiere food, better then places like Balthazar etc.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","[{'term': 'braised lamb shank in red wine', 'polarity': 'positive'}]"
The service was friendly and the atmosphere was casual.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'neutral'}]"
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"[{'term': 'meal', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]"
this little place has a cute interior decor and affordable city prices.,"[{'term': 'interior decor', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"the pad se ew chicken was delicious, however the pad thai was far too oily.","[{'term': 'pad se ew chicken', 'polarity': 'positive'}, {'term': 'pad thai', 'polarity': 'negative'}]"
i would just ask for no oil next time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Have eaten at Ginger House several times, and it's always good.","[{'term': 'Ginger House', 'polarity': 'positive'}]"
The fried dumplings are GREAT!,"[{'term': 'fried dumplings', 'polarity': 'positive'}]"
Finally a reliable Chinese restaurant!,"[{'term': 'Chinese restaurant', 'polarity': 'positive'}]"
This place would be so much better served by being run by a group that actually understands customer service.,"[{'term': 'customer service', 'polarity': 'negative'}]"
"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Terrible, terrible management - deserves to be shut-down.","[{'term': 'management', 'polarity': 'negative'}]"
Never fails to please.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"delicious bagels, especially when right out of the oven.","[{'term': 'bagels', 'polarity': 'positive'}]"
Spreads and toppings are great - though a bit pricey.,"[{'term': 'Spreads', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'positive'}, {'term': 'Spreads', 'polarity': 'negative'}, {'term': 'toppings', 'polarity': 'negative'}]"
Service is fast and friendly.,"[{'term': 'Service', 'polarity': 'positive'}]"
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
But that is highly forgivable.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Been there, done that, and New York, it's not that big a deal.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}]"
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Rao is a good restaurant, but it's nothing special.","[{'term': 'Rao', 'polarity': 'neutral'}]"
I've eaten at many different Indian restaurants.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"But after last night, Spice Grill is the only place I'm eating indian cuisine.","[{'term': 'indian cuisine', 'polarity': 'positive'}]"
You must try the shrimp appetizers.,"[{'term': 'shrimp appetizers', 'polarity': 'positive'}]"
Even my Indian friend couldn't believe how good and tasty everything was.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
"Great food, great prices, great service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"If you are looking for a good quality, cheap eats - this is the place.","[{'term': 'eats', 'polarity': 'positive'}]"
it's a perfect place to have a amanzing indian food.,"[{'term': 'indian food', 'polarity': 'positive'}]"
I really loved the different and inovated touch that's the cheff gives to the food.,"[{'term': 'cheff', 'polarity': 'positive'}]"
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","[{'term': 'place', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","[{'term': 'bagels', 'polarity': 'negative'}]"
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Also a little more expensive than your average bagel place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Great bagels made the old-fashioned way.,"[{'term': 'bagels', 'polarity': 'positive'}]"
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Drawbacks: service is slow and they don't toast!,"[{'term': 'service', 'polarity': 'negative'}]"
The food was absolutely amazing!!,"[{'term': 'food', 'polarity': 'positive'}]"
The baked clams octopus we shared as appetizers were the best we've ever had!! ,"[{'term': 'baked clams octopus', 'polarity': 'positive'}]"
"The lamb was tender so full of flavor, the dessert was divine!!","[{'term': 'lamb', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}]"
The waiter was attentive.,"[{'term': 'waiter', 'polarity': 'positive'}]"
The place itself is beautiful the bar scene seems to be happening.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'bar scene', 'polarity': 'positive'}]"
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.","[{'term': 'Appetizers', 'polarity': 'neutral'}, {'term': 'waiter', 'polarity': 'negative'}, {'term': 'potato stuff kanish', 'polarity': 'positive'}]"
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","[{'term': 'salmon', 'polarity': 'negative'}, {'term': 'chicken', 'polarity': 'positive'}, {'term': 'servings for main entree', 'polarity': 'negative'}]"
Dessert is a joke...dont bother,"[{'term': 'Dessert', 'polarity': 'negative'}]"
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","[{'term': 'service', 'polarity': 'positive'}]"
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.","[{'term': 'restaurant', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}, {'term': 'veal', 'polarity': 'positive'}]"
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","[{'term': 'anti-pasta', 'polarity': 'positive'}, {'term': 'calamari', 'polarity': 'positive'}, {'term': 'pasta mains', 'polarity': 'positive'}]"
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"[{'term': 'wine list', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]"
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[{'term': 'measures of liquers', 'polarity': 'positive'}]"
Fantastic place.,"[{'term': 'place', 'polarity': 'positive'}]"
Cute and decorative.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A pleasant surprise.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Go there to relax and feel like your somewhere else.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Lucky Strike is a great casual place to just grab a bite to eat.,"[{'term': 'Lucky Strike', 'polarity': 'positive'}]"
"Yeah the crowd can take it a bit seriously, but it shouldn't.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Great food, great decor, great service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
I recommend it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Just ignore the trendy wannabes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","[{'term': 'spot', 'polarity': 'positive'}]"
(Always ask the bartender for the SEASONAL beer!!!,"[{'term': 'SEASONAL beer', 'polarity': 'positive'}]"
Guaranteed to be a tasty experience!),"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,"[{'term': 'spot', 'polarity': 'positive'}]"
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"[{'term': 'Heartland Brewery', 'polarity': 'positive'}]"
All the people that I bring there go back on their own and bring THEIR friends!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Go there once and oh yes...you will go back...you will...,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
What a great place!,"[{'term': 'place', 'polarity': 'positive'}]"
Not the typical NYC gimmick theme restaurant.,"[{'term': 'restaurant', 'polarity': 'positive'}]"
"A cool bar with great food, and tons of excellent beer.","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}]"
And even with it's Pub atmosphere they were great to my kids too!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Loved it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Out of the hundreds of Italian restaurants in Queens, this is among the best.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The shrimp scampi was excellent and the antipasti were plentiful.,"[{'term': 'shrimp scampi', 'polarity': 'positive'}, {'term': 'antipasti', 'polarity': 'positive'}]"
It is expensive but well worth the money.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","[{'term': 'Corona', 'polarity': 'positive'}]"
The only thing more wonderful than the food (which is exceptional) is the service.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
The only thing the waiters don't do for you is wipe your chin when you leave.,"[{'term': 'waiters', 'polarity': 'positive'}]"
Wonderful at holiday time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Cozy romantic atomosphere with only around 15 tables at most.,"[{'term': 'atomosphere', 'polarity': 'positive'}]"
Service was very prompt but slightly rushed.,"[{'term': 'Service', 'polarity': 'positive'}]"
